userName,score,at,content
Zeck Esa,3,2022-03-26 05:45:34,"Sudah jauh lebih baik setelah saya upgrade HP dengan android 11, hanya ada bug minor seperti susah untuk logout manual dr suatu tempat, biasanya saya biarin aja nanti aplikasinya akan logout otomatis. Dr info teman2 saya yang masih menggunakan hp lama (blm upgrade) masih ada keluhan dari apk susah login hingga sertifikat dan undangan vaksinasi tidak muncul. Padahal sudah update apk di hp mereka. Saran saya masih tetap sama, yaitu buatlah apk yang ramah user dengan device apapun. Minim android 4"
Sri Yulianti,4,2022-03-26 04:50:45,"Saat saya buka aplikasi saya dapat notifikasi e tiket vaksin. Kemudian saya screen shot. Tetapi ketika saya keluar dr aplikasi, e tiket vaksin menghilang dan sampai sekarang tidak muncul. saya mau vaksin booster tetapi karena hal ini dan di sistem blm terdaftar jadi tidak bisa vaksin. Mohon bisa ditindaklanjuti. Terimakasih"
Erna Jw,1,2022-03-26 03:39:45,"peduli lindungi saya minta tolong, di aplikasi saya ada sertifikat orang lain yang saya tidak kenal namanya muhamad ade putra. Lalu ada whatsapp dari kemenkes juga mengatas nama orang itu dan ada NIK nya jg. Saya bingung mau beri pengaduan kemana supaya namanya hilang dari aplikasi saya dan tidak ada SMS atau WA lg atas nama orang itu, apalagi itu menyertakan data pribadinya. Tolong utk peduli lindungi supaya kejadian ini tidak terulang karna bahaya kalau data orang lain ada ditangan yg salah"
Martati Guse,1,2022-03-26 00:13:41,"Ganti HP malah semakin buruk, seharusnya dengan memasukkan NIK sudah bisa Update jadi gak perlulah no.HP Karna kalau no.HP itu gak cuma 1 bisa ganti beda dengan NIK,cuma 1 dan terdaftar di Disdukcapil Setiap buka aplikasi peduli lindung minta diupdate ke versi terbaru terus, di update aplikasinya malah semakin buruk, sertifikat hilang semua cuma muncul lokasi tempat saya vaksin tapi keterangannya sertifikat belum tersedia karna belum vaksin Kan konyol tu Sangat tidak efisien dalam segala hal app"
andres putra,5,2022-03-26 00:10:49,Saya sudah vaksin ke 2 tanggal 21 maret 2021. Sertifikat sudah keluar keduanya tapi status masih kuning. Setiap tes swap selalu tidak tampil walaupun sudah di input pihak lab dgn bukti input
Novi Antoro,1,2022-03-25 19:54:43,"G mutu!!! Bingung nyari kata"" terburuk untuk aplikasi ini, sebelum update muncul 1 sertifikat yg g jelas, setelah update jadi layar putih seperti SAMPAH !!!"
Arsana Yasa,1,2022-03-25 16:58:36,"Aplikasi ini mungkin di buat untuk mempersulit , sampai bosen nge klik saya bukan robot , banyak orang pintar tapi enggak dianggap di negeri sendiri , bintang satu aja biar di ganti sama playstore"
JatimDot Com,2,2022-03-25 12:56:40,"Peduli lindungi aplikasi gk guna kok di rekomendasikan, 1.Waktu masukkan tahun saat isi data hrs step by step, gk bisa ketik tahun yg kita tuju, misal mau masukan th 1973 hrs tap dr th 2022 makan waktu sampai 2.jam. 2.Saat masukkan kode captcha salah melulu, 3.Download file sertifikat vaksin susah bgt, padahal jaringan 4G full. Mohon kebijakan pemerintah Untuk pertimbangkan aplikasi ini. Mending langsung di kirim yg ke yg bersangkutan, berupa card kayak KTP."
Siti Ananda,1,2022-03-25 12:51:43,"Ribet!! Harus klaim segala, sudah input data dengan benar selalu aja gk bisa! Ntah itu captcha salahlah, disuruh besoklah, dan masih banyak lagi!!! Tolong dong diperbaiki lagi, saya butuh sertifikat segera untuk kerja!!!"
giri amari,2,2022-03-25 12:18:38,"Aplikasi yang sangat membantu.. Nice app.. 👍 Tapi untuk versi yang terbaru ini.. Terjadi kesalahan saat loading sertifikat, saat diklik.. Jadi tidak bisa unduh gambar atau tidak bisa unduh sertifikat... Untuk versi android saya versi 6.0.. Semoga diperbaiki.. Thankz.. 🙏"
Bunda Astro,1,2022-03-25 11:31:27,"Otp tdk dikirim ke alamat email jd tdk bs utk daftar dan login 😞. Untuk pengisian tgl lahir, langsung saja klik tahun yg ada di kalender bagian atas. Pilih tahun dgn cepat dan pilih bulannya."
awan budi darmawan,1,2022-03-25 11:19:44,ada peringatan memory penuh atau apk ada bug. sdh bisa masuk... skrng trjadi maslh pada aplikasi. di Hp Samsung klau masum ke Perawatan Perangkat dan pilih garis 3 di pojok atas itu kita dibawa ke Laporan Perawatan. disitu ada Riwayat Masalah Aplikasi. pantes dr kmren Hp sy agak ngelag. ternyata karna ini. selain ini pakai apa lagi dah. mau gk mau di iPhone dl dah.
Nico Fernades,2,2022-03-25 10:46:51,Tolong perbaikan segera untuk fitur sijejak. Ini kenapa ketika fitur sijejak di aktifkan malah langsung keluar ya? Bug nya tolong segera diperbaiki karena jadi tidak bisa buka pedulilindungi. Terimakasih
Annisa Kesumaningrum,1,2022-03-25 05:10:42,"Smartphone jadi sering panas semenjak install aplikasi ini. Apalagi ketika dipakai check in, smartphone langsung boros daya dan luar biasa panas."
Triadji Nugroho,1,2022-03-25 02:18:21,"Masih banyak error, masa udah bikin akun lalu pas login kembali akun tidak valid dan disuruh daftar baru, tolong dong seluruh sertifikat vaksin saya masa iya jadi ilang semua, padahal saya sudah vaksin sampai booster, tolong diperbaiki dong"
Reyka Setya Irawan,3,2022-03-25 02:10:25,"Selamat pagi admin, apl peduli lindungi saya terdeteksi root/jailbrek jadi tdk bisa di buka sama sekali, solusinya bagaimana ? padahal hp sy tdk pernah di root dan bahkan sudah sy reset ke pengaturan awal. tapi masih terdeteksi root oleh apl peduli lindungi. Terimakasih"
arik kusuma,3,2022-03-24 20:23:41,"Aplikasi ini jeleknya hanya saat mengisi data tanggal lahir yang harus mundur satu persatu, dan tidak ada editing pada penanggalan nya."
vayee vay,1,2022-03-24 04:11:49,"Saya sudah vaksin booster dr tgl 21 feb 2022, sampai skrg sudah 1 bulan lebih sertifikat booster belum muncul. Klaim serifikat di klik juga notif ""tanggal tidak match"". Pdhl sudah pakai app versi terbaru. Booster kan syarat mudik. Trus gimana??? Email peduli lindungi juga ga direspon."
Moch. Faris Dzulfiqar,1,2022-03-24 03:19:50,"Performa app-nya makin kesini makin jelek. Lemot buat dibuka, GPS udah nyala tapi gagal check in, check out tanpa scan tetep nampilin UI buat check out. Buat app yang penting kok gini ya? Programmernya kurang dibayar?"
Mei Ningrum,3,2022-03-24 03:03:49,"Kenapa setelah diperbarui malah bermasalah , tidak bisa untuk buka apapun, selalu muncul halaman eror . Padahal sebelum diperbarui tidak ada masalah sama sekali"
Muhammad Ali Iza,2,2022-03-24 02:57:09,Sertifikat dosis ke 2 saya belum juga keluar parah sih padahal saya vaksin dari 2021 harusnya kan datanya sudah padahal saya butuh sertifikat ke 2 tersebut buat wisuda sampai sekarang belum muncul juga aneh gimana sih ini sangat mengecewakan
Arifin Patritius,1,2022-03-24 02:34:07,"Kita dikontrol oleh apk renik ini. Data saya tidak terbaca. Stlh melihat komplain d sni, ternyata banyak org mengalami hal yg sama. Sudah divaksin tapi sertifikat tidak bisa keluar padahal sudah klaim data berkali kali. Saya sudah email ke pedulilindungi.id juga. Jawabannya template (standar/tidak menyelesaikan apa pun). Apk dan manusia sama2 otomatis, padahal saya mengubungi admin karena aplikasi ini tidak berpikir, ternyata sama saja."
Ety Qyu,1,2022-03-24 02:20:57,Mana sertifikat nya.. Saya sudah vaksin.. Tp satu pun gk da sertifikat nya.. Ini aplikasi bug bangat lah.. G jelas.. Nulis tanggal lahir aja gk bisa langsung klik.. Harus scrol dlu per bulan.. Buat aplikasi tu yg jelas donk.. Jgn bikin ribet.. Trus.. Ahh gk jelas bangat lah.. Baek baeklah sikit.. Lalap tiap bulan minta update update dan update.. Bukan nya mempermudah malah mempersulit! Kasi bintang satu aja lah.. Turunin rat nya
Kasir Belide,1,2022-03-24 01:17:46,"Saat saya membuka aplikasi PeduliLindung ada perintah pembaharuan dan saya ikuti tapi setelah selesai, saat saya buka klaim sertifikat untuk anak saya menghilang dan saya coba ulang klaim sertifikat dan berhasil tapi tetap nama anak saya tidak ada pada menu klaim sertifikat"
Fajar Novandi,3,2022-03-23 22:18:56,"Saya ganti HP, terus coba login, lama loadingnya ga maju prosesnya. Sempat satu kali dapat otp dari WA, tapi setelah dimasukkin OTPnya, tidak mau diklik. Jadi sampai sekarang belum bisa login. Kenapa begini...?"
Suhati Djiwabrata,5,2022-03-23 15:13:45,Alhamdulillah dari awal pasang aplikasi ini tidak ada kendala apapun karena semua data sesuai dan sinkronisasinya cepet. Dan selalu pembaharuan terus jadinya lancar jaya. Toolsnya banyak banget sekarang semuanya tersedia. Terimkasih😘🙏
Alfarizi Alzam. N,2,2022-03-23 13:56:01,Vaksin booster ketiga saya gk muncul..ada permainan apalagi ini. 119 ext 9 gk bisa dihubungi. Ke WA kemenkes RI malah cuma dikasih otp otp terus. Tolong dong diperbaiki. Katanya buat prasyarat perjalana dari tgl 26 februari 2022. Hampir sebulan gk muncul juga. Nanti kalau gk ada bukti kita yg disalahin. Mudah2an wapress melihat.
Sri Astutik,1,2022-03-23 10:35:18,"Aplikasi seharusnya memudahkan, sebaliknya malah mempersulit sampai menyusahkan, mengisi tanggal lahir harus satu demi satu mundur geser bulannya, masa' membuat shortcut saja tidak bisa, ketika sign up sudah, nanti loggin isi lagi sampai klaim, isi lagi, padahal begitu sulit mengisi tanggal lahir, buang saja ini, banyak anak muda sekarang yang bisa membuat apikasi yang memang memudahkan"
Fitri Kurnia,1,2022-03-23 10:32:54,Gimana ini.. sdh vaksin 2x tapi knpa yg muncul hanya satu sertifikat.. yg muncul hanya sertifikat pertama aja malah tgl e vaksin yg kedua.. gmn ini.. status ny warna kuning dong masih ribet buat keluar2 yg mengharuskan warna ijo.. tolong dong.. sudah coba install kmbli hasil Sama aj..
Hermawan 09,1,2022-03-23 09:48:55,"sorry bintang 1 soalnya aplikasi ini gk konsisten,,, masa mau lihat sertifikat aja lamanya minta ampun, klo bisa d permudah agar kita yg lg mmbutuhkan sertifikat tidak lama menunggu,,, dan informasikan di saat aplikasi sedang dalam perbaikan,,"
Handayani Uswanti,1,2022-03-23 09:31:35,"Udah vaksin booster tp sertifikat gak muncul² di pedulilindungi, udah masuk data dgn benar tetap saja tidak bisa. Sudah ke wa kemenkes juga gak ada respon. Jd ak harus gmn, sertifikat vaksin yg pertama dan kedua juga gak muncul malah ikutan ngilang. Tolong lah di bantu..."
Anandita Nadia,1,2022-03-23 02:04:13,"ko gabisa daftar? setiap daftar gagal terus.. padahal NIK bener, semuanya juga bener. knp gabisa? coba diperbaiki lagi ya.. makasih"
wahyu purnomo,1,2022-03-22 11:26:07,"aplikasi sangat teramat sungguh mengecewakan,,saya sudah vksin ke 3 tp sertifikat tdk ada,,setiap login menu masukan nomer tlp+email dapt balasan anda tdk terdftar,,paRAhhhh.,,"
Putri Anjelin Gulo,2,2022-03-22 09:42:58,Sangt sangat mengecewakan .. saya mau download sertifikat vaksin ke 3 padahal sudah saya klaim tapi tidak bisa juga .. bahkan sudah saya mintak bantuan melalui WhatsApp tetap saja tidak bisa .. padahal saya sangat perlu sertifikat nya buat kerja .. sangat sangat kecewa.. tolong perbaiki lagi layanan nyaa supaya orang orang tidak kecewa
Chandra A Maulana,1,2022-03-22 08:59:27,"Setelah di update aplikasinya malah makin jelek. Masa iya kartu vaksin saya yg ke 1 dan 2 dibilang belum terbit. Jelas2 sebelum di update udh ada kartunya di aplikasi sekarang malah belum terbit, gmn sih maaf saya kasih bintang 1 kalau bisa -1. Jelek banget aplikasinya malu maluin aja... Kalau ngk terpaksa jg ogah instal"
Nur Hadi,1,2022-03-22 07:27:10,aplikasi ampas apa ini. waktu daftar sudah masukin code verif tapi gak langsung masuk aplikasi/click tanda selesai. coba pakai email juga sama. waktu nyoba login malah user not found maunya apa coba ini aplikasi. benerin dulu lah systemnya ini masak kalah sama aplikasi buatan lokal buat daftar aja dipersulit
Yavet Ferdian,1,2022-03-22 06:33:12,Tlg di benahin dong.. ketika akan melakukan check out... Tdk mau terus. Hrs di refresh sampai 2-3 kali. Udh gitu giliran check out. Masa bisa check in otomatis sendiri !!!! Tks
Gustia Syah Putra Putra,3,2022-03-22 05:55:12,"Kok ga bisa lihat sertifikat vaksin ya....mohon bantuannya Sudah di coba....blank terus. Padahal sebelum hp error masih bsa, sekarang di install ulang malah ga bisa"
musafa andres,5,2022-03-21 15:58:32,Aplikasi pedulilindungi saat iini sering gangguan ada bugs nya dan sering force close... Apalagi aplikasi ini sudah wajib di miliki setiap android dan kemana pun kita pergi pasti yang ditanyakan aplikasi peduliLindungi. jadi Tolong developer segera di perbaiki aplikasi bagus ini. Trims
Gugun Trisno R.D.,4,2022-03-21 14:41:33,"Selama menggunakan aplikasinya Alhamdulillah tidak pernah mengalami masalah yang berarti. Sertifikat mudah di akses, dan informasi yang ada juga menarik."
ari yustriyandi,1,2022-03-21 14:31:55,"kenapa saya tidak bisa akses tiket untuk booster? saya isi data sudah benar, vaksin 1,2 juga sudah, bahkan sertifikatnya jga sdah sya cetak! sudah isi data bolak balik lewat Whatsapp tetap sja ga bisa! burukkkkk!!!!"
Tami Mutamimah,2,2022-03-21 14:06:34,"Dear Peduli Lindungi, kenapa ya saya mau download sertifikat dosis 2 pada saat memasukan tanggal vaksin selalu muncul ""tanggal vaksin tidak sesuai"" padahal saya memasukan data dengan benar. Sehingga sampai saat ini saya belum bisa download terus untuk sertifikat yang ke 2. Terima kasih"
USEP KOSWARA,1,2022-03-21 12:02:47,"Mewajibkan Check-In dan Check-Out, dimana-mana namun Aplikasi masih sangat² lemoooottt... Buka Aplikasi lemot, ngRefreah lemot, sampe gua Check-Out pun di persulit, kadang macet gak bisa Check-Out, di Klik beberapakali pun gak mau kepencet.. sangat mempersulit Rakyat.. tiap Masuk Kerja Harus Check-In tapi Aplikasi Hyper Bad.."
farida jauhar,1,2022-03-21 10:52:56,Kenapa saya tdk bsa masuk ke aplikasi peduli lindungi?sdh berkali2 dicoba tdk bsa...sudah uninstall lalu download lagi tetap tdk bsa...lalu bagaimana caranya untuk bsa masuk aplikasi ini?
Mochammad Aprizal,5,2022-03-21 07:03:00,"Aplikasinya sudah lebih matang dari versi pertamanya, sejauh ini lancar2 saja, a splendid job! Tapi keluhan saya cuma satu sih, pas mau buka kunci akses di Riwayat & Tiket vaksin, saya keliru input NIK kemudian yg muncul itu nama orang lain yg padahal seharusnya aplikasi mengeluarkan pesan ""kode NIK salah"". Sudah ter-input begitu, saya tidak bisa hapus nama orang lain tersebut dari list. Tolong berikan opsi untuk menghapus nama di Riwayat supaya tidak ada kesalahan ke depannya. Terimakasih."
Dadang Rukman,4,2022-03-21 03:59:32,"Yang awal bagus sekali, data dan sertivikatnya ada, setelah di upgrade malah kacau, minta registrasi, dimasukin NIK sama Nama katanya salah padahal data sesuai KTP, tolong kerja yg cermat yah"
Eva F,1,2022-03-21 02:32:11,Tidak memuaskan!!! Saya sudah vaksin sampai 3x tapi sertifikat vaksin tidak ada muncul sampai sekarang. Yg ada hanya 1 sertifikat. Itu juga info tanggal sertifikat nya salah. Saya sudah mengajukan ke pihak terkait namun slow respon. sungguh sangat mempersulit
Dr Yenni Wellness Coach,1,2022-03-20 08:56:58,Kok sering muncul notif di hp kalau aplikasi ini memiliki bug. Bikin khawatir aja. Tolong penanganan cepatnya ya.. mksh
Lilis Hunglang,1,2022-03-20 07:16:43,"Bagus sih. cuman aplikasi ga canggih. Masa iya mau cek sertifikat vaksin harus masukin no ktp,dll lagi.sebelumnya sudah ada sertifikat vaksin nya d aplikasi,eh malah udah hilang.dan harus nge claim lagi.aneh.aplikasi cacat"
Yosep Soba,2,2022-03-20 02:51:09,"Aplikasix kurang bagus, baru brp bulan diperbaharui sd minta diperbaharui lagi, tapi setelah diperbaharui selalu eror dan susah unt masuk, check sertifikat sj tdk bisa..tlg aplikasix di perbaiki lagi agar lbh baik..🙏"
Diah Ayu,1,2022-03-19 22:30:46,"Tolong saya setiap ada upgrade di upgrade kalo bisa masukin pas klaim sertifikat , masukin tanggal lahir ya jangan kalender seperti itu gliran di pncet terus dari tahun 2022 smpe tahun 1997 eh baru nyampe tahun 2001 macet terus ngulang lagi dari awal .. tolong dirubah dengan cara diketik aja .. tolong perbaiki . terimakasih"
Meriyanti Channel,1,2022-03-19 11:27:11,"Aplikasi aneh banget asli dari vaksin ke satu dan ke dua setiap mau liat sertifikat vaksin di aplikasi ini selalu nggak pernah bisa. Keterangan kalo gua belum vaksin, ya kali udah di colok 2x gua belum vaksin. Bikin emosi ni aplikasi, sampe2 gua mau balik di persulit gara2 sertifikat vaksin gua nggak ada di aplikasi ini"
John Cafeinn,3,2022-03-19 05:05:41,"Fitur daftar vaksin kenapa dihilangkan, padahal bisa membantu orang yang belum divaksin agar tidak kesulitan mencari dan mendaftar lokasi vaksin terdekat. Saya usul agar aplikasi Peduli Lindungi kerjasama dengan operator telekomunikasi sehingga tidak memerlukan kuota data untuk scan barcode check in/out, dll."
Ludfi Makhfudi,1,2022-03-19 03:59:11,Sudah daftar tapi gak bisa log in Coba daftar ulang ternyata gak bisa Kinerja aplikasi nya kok ancur pak.. Kalo masih belum siap jangan di paksakan kalo model nya kayak gini malah bikin ruwet Sudah vaksin ke3 juga tapi sertifikat belum keluar
Thave Juventus pratama,1,2022-03-18 23:45:18,Aplikasi nya semakin menurun peforma nya . Udah gak bisa lagi liat sartifikat vaksin sekarang. Dan selalu muncul notifikasi Aplikasi pedulilindungi memiliki Bug.
yusril budianto,1,2022-03-18 23:42:05,"Kapan sih aplikasi ini berhenti berguna? Mau kemana-mana masa harus banget scan mulu, di Indonesia ga semua provider sinyalnya bagus di mall atau kantor. Bisa ga si dibuat offline aja?"
Bogor Barat,1,2022-03-18 19:01:30,"Sebelum update, data udah sesuai dan tidak ada masalah. Setelah update, data hilang. Jawabannya malah ini: Halo Ka, Mohon maaf atas ketidaknyamanannya. Harap pastikan data profil Anda sudah terisi lengkap dan sesuai dengan identitas yang di daftarkan ketika vaksinasi. Setelahnya, klaim sertifikat vaksin Anda melalui menu 'Sertifikat Vaksin' atau melalui website pedulilindungi.id dengan login menggunakan akun Anda. Terima kasih. Stay healthy"
sweetie sweet,3,2022-03-18 16:43:17,"Setelah diupdate malah gak ada cek kelayakan terbang langsung ya,jd haru isi e-hac dulu baru bs cek kelayakan terbang. Terus satu lagi,sy sering dimintain tolong sm org buat downlod-kan sertifikat vaksinnya,dulu sy pikir itu bs dihapus dr akun sy, ternyata tidak ya.. mudah2an kedepannya bs diperbaiki, supaya data2 yg terlanjur sy simpan bs dihapus,ini cukup mengganggu.. makasih"
yogi prasetia,1,2022-03-18 04:57:33,Buat akun sangat sulit bahkan di persulit. Memasukan OTP selalu tidak valid sampai 3 kali. padahal yang dikirim saya masukan sesuai pesan masuk di hp saya. Sistemnya tolong di perbaiki
Surya Surya,5,2022-03-18 03:57:27,"Aplikasi lumayan bagus,cuma ada kendala punya istri saya,kok sertikatnya blm muncul,sedangkan vaksinnya bareng dgn saya,punya sya udh muncul sejak dri setelah vaksin di hari itu juga lngsung muncul,itu masalahnya dimna????"
